Iteration,Best_Fitness
1,4007.8401603880143
2,4007.8401603880143
3,4007.8401603880143
4,4007.8401603880143
5,4007.8401603880143
6,4007.8401603880143
7,4007.8401603880143
8,4007.8401603880143
9,4007.8401603880143
10,4007.8401603880143
11,4007.8401603880143
12,4007.8401603880143
13,4007.8401603880143
14,4007.8401603880143
15,4007.8401603880143
16,4007.8401603880143
17,4007.8401603880143
18,4007.8401603880143
19,4007.8401603880143
20,4007.8401603880143
21,4007.8401603880143
22,4007.8401603880143
23,4007.8401603880143
24,4007.8401603880143
25,4007.8401603880143
26,4007.8401603880143
27,4007.8401603880143
28,4007.8401603880143
29,4007.8401603880143
30,4007.8401603880143
31,4007.8401603880143
32,4007.8401603880143
33,4007.8401603880143
34,4007.8401603880143
35,4007.8401603880143
36,4007.8401603880143
37,4007.8401603880143
38,4007.8401603880143
39,4007.8401603880143
40,4007.8401603880143
41,4007.8401603880143
42,4007.8401603880143
43,4007.8401603880143
44,4007.8401603880143
45,4007.8401603880143
46,4007.8401603880143
47,4007.8401603880143
48,4007.8401603880143
49,4007.8401603880143
50,4007.8401603880143
51,4007.8401603880143
52,4007.8401603880143
53,4007.8401603880143
54,4007.8401603880143
55,4007.8401603880143
56,4007.8401603880143
57,4007.8401603880143
58,4007.8401603880143
59,4007.8401603880143
60,4007.8401603880143
61,4007.8401603880143
62,4007.8401603880143
63,4007.8401603880143
64,4007.8401603880143
65,4007.8401603880143
66,4007.8401603880143
67,4007.8401603880143
68,4007.8401603880143
69,4007.8401603880143
70,4007.8401603880143
71,4007.8401603880143
72,4007.8401603880143
73,4007.8401603880143
74,4007.8401603880143
75,4007.8401603880143
76,4007.8401603880143
77,4007.8401603880143
78,4007.8401603880143
79,4007.8401603880143
80,4007.8401603880143
81,4007.8401603880143
82,4007.8401603880143
83,4007.8401603880143
84,4007.8401603880143
85,4007.8401603880143
86,4007.8401603880143
87,4007.8401603880143
88,4007.8401603880143
89,4007.8401603880143
90,4007.8401603880143
91,4007.8401603880143
92,4007.8401603880143
93,4007.8401603880143
94,4007.8401603880143
95,4007.8401603880143
96,4007.8401603880143
97,4007.8401603880143
98,4007.8401603880143
99,4007.8401603880143
100,4007.8401603880143
101,4007.8401603880143
102,4007.8401603880143
103,4007.8401603880143
104,4007.8401603880143
105,4007.8401603880143
106,4007.8401603880143
107,4007.8401603880143
108,4007.8401603880143
109,4007.8401603880143
110,4007.8401603880143
111,4007.8401603880143
112,4007.8401603880143
113,4007.8401603880143
114,4007.8401603880143
115,4007.8401603880143
116,4007.8401603880143
117,4007.8401603880143
118,4007.8401603880143
119,4007.8401603880143
120,4007.8401603880143
121,4007.8401603880143
122,4007.8401603880143
123,4007.8401603880143
124,4007.8401603880143
125,4007.8401603880143
126,4007.8401603880143
127,4007.8401603880143
128,4007.8401603880143
129,4007.8401603880143
130,4007.8401603880143
131,4007.8401603880143
132,4007.8401603880143
133,4007.8401603880143
134,4007.8401603880143
135,4007.8401603880143
136,4007.8401603880143
137,4007.8401603880143
138,4007.8401603880143
139,4007.8401603880143
140,4007.8401603880143
141,4007.8401603880143
142,4007.8401603880143
143,4007.8401603880143
144,4007.8401603880143
145,4007.8401603880143
146,4007.8401603880143
147,4007.8401603880143
148,4007.8401603880143
149,4007.8401603880143
150,4007.8401603880143
151,4007.8401603880143
152,4007.8401603880143
153,4007.8401603880143
154,4007.8401603880143
155,4007.8401603880143
156,4007.8401603880143
157,4007.8401603880143
158,4007.8401603880143
159,4007.8401603880143
160,4007.8401603880143
161,4007.8401603880143
162,4007.8401603880143
163,4007.8401603880143
164,4007.8401603880143
165,4007.8401603880143
166,4007.8401603880143
167,4007.8401603880143
168,4007.8401603880143
169,4007.8401603880143
170,4007.8401603880143
171,4007.8401603880143
172,4007.8401603880143
173,4007.8401603880143
174,4007.8401603880143
175,4007.8401603880143
176,4007.8401603880143
177,4007.8401603880143
178,4007.8401603880143
179,4007.8401603880143
180,4007.8401603880143
181,4007.8401603880143
182,4007.8401603880143
183,4007.8401603880143
184,4007.8401603880143
185,4007.8401603880143
186,4007.8401603880143
187,4007.8401603880143
188,4007.8401603880143
189,4007.8401603880143
