Iteration,Best_Fitness
1,4000.741762814776
2,4000.741762814776
3,4000.741762814776
4,4003.74020700666
5,4003.74020700666
6,4003.74020700666
7,4003.74020700666
8,4003.74020700666
9,4003.74020700666
10,4003.74020700666
11,4003.74020700666
12,4003.74020700666
13,4003.74020700666
14,4003.74020700666
15,4003.74020700666
16,4003.74020700666
17,4003.74020700666
18,4003.74020700666
19,4003.74020700666
20,4003.74020700666
21,4003.74020700666
22,4003.74020700666
23,4003.74020700666
24,4003.74020700666
25,4003.74020700666
26,4003.74020700666
27,4003.74020700666
28,4003.74020700666
29,4003.74020700666
30,4003.74020700666
31,4003.74020700666
32,4003.74020700666
33,4003.74020700666
34,4003.74020700666
35,4003.74020700666
36,4003.74020700666
37,4003.74020700666
38,4003.74020700666
39,4003.74020700666
40,4003.74020700666
41,4003.74020700666
42,4003.74020700666
43,4003.74020700666
44,4003.74020700666
45,4003.74020700666
46,4003.74020700666
47,4003.74020700666
48,4003.74020700666
49,4003.74020700666
50,4003.74020700666
51,4003.74020700666
52,4003.74020700666
53,4003.74020700666
54,4003.74020700666
55,4003.74020700666
56,4003.74020700666
57,4003.74020700666
58,4003.74020700666
59,4003.74020700666
60,4003.74020700666
61,4003.74020700666
62,4003.74020700666
63,4003.74020700666
64,4003.74020700666
65,4003.74020700666
66,4003.74020700666
67,4003.74020700666
68,4003.74020700666
69,4003.74020700666
70,4003.74020700666
71,4003.74020700666
72,4003.74020700666
73,4003.74020700666
74,4003.74020700666
75,4003.74020700666
76,4003.74020700666
77,4003.74020700666
78,4003.74020700666
79,4003.74020700666
80,4003.74020700666
81,4003.74020700666
82,4003.74020700666
83,4003.74020700666
84,4003.74020700666
85,4003.74020700666
86,4003.74020700666
87,4003.74020700666
88,4003.74020700666
89,4003.74020700666
90,4003.74020700666
91,4003.74020700666
92,4003.74020700666
93,4003.74020700666
94,4003.74020700666
95,4003.74020700666
96,4003.74020700666
97,4003.74020700666
98,4003.74020700666
99,4003.74020700666
100,4003.74020700666
101,4003.74020700666
102,4003.74020700666
103,4003.74020700666
104,4003.74020700666
105,4003.74020700666
106,4003.74020700666
107,4003.74020700666
108,4003.74020700666
109,4003.74020700666
110,4003.74020700666
111,4003.74020700666
112,4003.74020700666
113,4003.74020700666
114,4003.74020700666
115,4003.74020700666
116,4003.74020700666
117,4003.74020700666
118,4003.74020700666
119,4003.74020700666
120,4003.74020700666
121,4003.74020700666
122,4003.74020700666
123,4003.74020700666
124,4003.74020700666
125,4003.74020700666
126,4003.74020700666
127,4003.74020700666
128,4003.74020700666
129,4003.74020700666
130,4003.74020700666
131,4003.74020700666
132,4003.74020700666
133,4003.74020700666
134,4003.74020700666
135,4003.74020700666
136,4003.74020700666
137,4003.74020700666
138,4003.74020700666
139,4003.74020700666
140,4003.74020700666
141,4003.74020700666
142,4003.74020700666
143,4003.74020700666
144,4003.74020700666
145,4003.74020700666
146,4003.74020700666
147,4003.74020700666
148,4003.74020700666
149,4003.74020700666
150,4003.74020700666
151,4003.74020700666
152,4003.74020700666
153,4003.74020700666
154,4003.74020700666
155,4003.74020700666
156,4003.74020700666
157,4003.74020700666
158,4003.74020700666
159,4003.74020700666
160,4003.74020700666
161,4003.74020700666
162,4003.74020700666
163,4003.74020700666
164,4003.74020700666
165,4003.74020700666
166,4003.74020700666
167,4003.74020700666
168,4003.74020700666
169,4003.74020700666
170,4003.74020700666
171,4003.74020700666
172,4003.74020700666
173,4003.74020700666
174,4003.74020700666
175,4003.74020700666
176,4003.74020700666
177,4003.74020700666
178,4003.74020700666
179,4003.74020700666
180,4003.74020700666
181,4003.74020700666
182,4003.74020700666
183,4003.74020700666
184,4003.74020700666
185,4003.74020700666
186,4003.74020700666
187,4003.74020700666
188,4003.74020700666
189,4003.74020700666
190,4003.74020700666
191,4003.74020700666
192,4003.74020700666
193,4003.74020700666
194,4003.74020700666
195,4003.74020700666
196,4003.74020700666
197,4003.74020700666
198,4003.74020700666
199,4003.74020700666
200,4003.74020700666
201,4003.74020700666
202,4003.74020700666
203,4003.74020700666
204,4003.74020700666
205,4003.74020700666
206,4003.74020700666
207,4003.74020700666
208,4003.74020700666
209,4003.74020700666
210,4003.74020700666
211,4003.74020700666
